-2.792725213539826800e+05,-8.056035388492119091e+04
-1.957370543990669830e+05,-4.085293930887633906e+04
1.547861999650133948e+05,1.158660564654546324e+05
-8.563835242369356274e+04,-1.335794229950763111e+05
7.009164501210647868e+05,1.883997804728315168e+04
2.593372320089593704e+05,-2.914040013671619454e+04
1.237270902149491478e+06,2.103857433411011589e+05
-2.052017819823996106e+05,-9.773660458120366093e+04
-2.788795600180155598e+05,-8.199238607603845594e+04
-2.794106016779291676e+05,-8.096115378369309474e+04
-1.007382972768228501e+05,-4.393603721120375121e+04
6.617964039640787814e+04,-1.151043251477392769e+05
3.120650549320771825e+05,6.992339932714559836e+04
-2.312734541426422365e+05,-7.427032225440825277e+04
-2.260827527278549387e+05,-1.072259162732849800e+05
4.234957673011735315e+05,1.640966433572214446e+05
-2.789272346103765885e+05,-7.915285545595431176e+04
2.397503079769887845e+05,-6.491265010154503398e+04
3.310863830517581198e+06,1.825131690037166234e+06
-2.146590572976670228e+05,-1.100448316525532136e+05
2.692039117472525618e+02,-1.118351236057563219e+05
-2.775982273313480546e+05,-8.024435927325169905e+04
-5.049245623005263042e+04,-8.474206915745623701e+04
-2.771728433137179236e+05,-8.405684889019574621e+04
8.272258849651804485e+04,-1.057602517744617217e+05
-2.789272263362532249e+05,-7.915290537759807194e+04
8.382778507330362918e+05,4.797578511338760145e+05
5.591169784122763667e+04,2.587126506990829148e+04
1.369332824919719715e+05,2.001439542301922629e+05
-2.238762901923992613e+05,-1.029919601443363354e+05
5.362970551427272148e+05,3.345476945995540009e+05
-2.789272261792271747e+05,-7.915290632496582111e+04
9.413287984072255495e+04,6.226609360498581373e+04
-2.774387531215680065e+05,-8.319068646754849760e+04
1.922527886604750529e+06,7.156147814964421559e+05
-2.792302305331037496e+05,-7.957736820354325755e+04
1.132536983366046916e+05,-1.043477245936969994e+05
-2.791015935524386005e+05,-7.985371351729525486e+04
-2.521263672631490335e+05,-6.896970583047218679e+04
-2.792659047824593144e+05,-8.055739478712998971e+04
-2.676596502940025530e+05,-8.049483919448584493e+04
-2.789025721174879582e+05,-8.150424594950444589e+04
-2.789025721174877253e+05,-8.150424594950617757e+04
-2.418812919881700072e+05,-5.760034859517049335e+04
8.164612072522733069e+04,-5.730963619103984092e+04
-2.719481703751058012e+04,7.231437733574293088e+04
-2.560792946843488899e+05,-7.398770592874789145e+04
1.102656437374951383e+04,2.244148880992988052e+04
-2.443263224425455846e+05,-9.836793147351704829e+04
-2.417127956026510801e+05,-7.822835627361369552e+04
-1.480459941434644570e+05,-1.048928074257530970e+05
-2.443263224425371736e+05,-9.836793147352263622e+04
-2.789272263307619723e+05,-7.915290541072502674e+04
-2.789272262113085599e+05,-7.915290613140535424e+04
-2.400139360319002008e+05,-6.265405729451702791e+04
-2.774662056607186678e+05,-8.074167542397952639e+04
-2.791016506680191960e+05,-7.985187808192272496e+04
-2.785511638284053770e+05,-8.218753574956991361e+04
-2.789272187482508016e+05,-7.915295115689905651e+04
-2.793043066041157581e+05,-8.077818133895585197e+04
-2.774212482745828456e+05,-8.316897028280427912e+04
5.244688689096661983e+04,1.316669976396344719e+05
-1.033462762258524454e+05,-9.723645998846851580e+04
-2.791466822365417611e+05,-7.937193024813437660e+04
-2.789025721174882492e+05,-8.150424594950540632e+04
-2.769182696388495388e+05,-8.273808567256902461e+04
-1.414056861748895317e+05,9.396708242728607274e+01
-1.857116141445588437e+05,-1.084799251916859648e+05
-2.791477624948438606e+05,-7.937042021816979104e+04
-5.320743698909295927e+04,-1.249870854624045605e+05
-2.792674806779476348e+05,-8.056003520795724762e+04
-2.789272263355419855e+05,-7.915290538188314531e+04
-1.136341306769096263e+04,-4.909286355380987516e+04
-2.661180411398407887e+05,-8.755184256672268384e+04
-1.488279552797296201e+05,-6.133083231662538310e+04
-2.434768968205051788e+05,-9.503218420068248815e+04
5.339109489602604881e+05,-4.033482679793282296e+04
7.947825542539365415e+04,-3.941858945809825673e+04
-2.443080267921041232e+05,-9.836046771965519292e+04
-8.599791278845394845e+04,-1.865854158859858217e+04
2.875865835624593819e+04,8.360465462435377412e+04
-2.792132483863623929e+05,-7.973744043584380415e+04
1.161131913267642725e+06,7.868339548239498399e+05
1.377650136112123728e+06,3.765827803432669025e+05
-2.791112336392535944e+05,-8.029822854412566812e+04
-2.320074278568013397e+05,-6.223861633202342637e+04
-9.191679315108621086e+04,-5.268733593090240174e+04
-2.774212980450477335e+05,-8.318078773672204989e+04
6.840390696556766052e+05,8.815665793322287209e+04
-2.717603012131785508e+05,-7.893561488178788568e+04
-2.666087097836381872e+05,-8.565744863677318790e+04
-2.792304512575241388e+05,-7.957656174910221307e+04
-8.547383671597667853e+04,-1.312762690879894944e+05
-2.774212482745524030e+05,-8.316897028266485722e+04
-2.622693381293318816e+05,-8.950075846197456121e+04
-2.789272263931963826e+05,-7.915290503402192553e+04
-2.151386612888911914e+05,-9.327487803289985459e+04
1.338096266460946761e+06,6.565177768605238525e+05
5.180059127000633744e+05,-8.996983156090174452e+04
-2.709596326631515985e+05,-8.581859179618439521e+04
